lat,lon
44.216334,-73.590448
43.073403,-75.287666
42.337016,-77.317758
43.064231,-76.990246
43.137194,-78.884807
43.020335,-78.880315
42.753959,-76.702449
41.744538,-73.821244
43.155346,-75.969362
40.706213,-73.61874
40.744679,-73.948542
